1.999834372745393773e-01,-3.135135429323274159e-01
2.098360888591295770e-01,-2.812301467286676959e-01
1.590187216448444019e-01,-2.723420307267790386e-01
1.597908930614592715e-01,-2.521720799480147157e-01
1.250945868118349680e-01,-2.329798920035370535e-01
4.072259614561930113e-02,-1.714388586075986098e-01
1.462692072085826703e-02,-1.570446751564797683e-01
-6.683039440573325211e-03,-1.384627635993207762e-01
-3.958852560895785577e-02,-1.242821867498876826e-01
-6.375913347756137495e-02,-1.296291761746971860e-01
-6.144318412552011999e-02,-1.004374403626198398e-01
-5.672133967190610276e-02,-9.044105958332759876e-02
-6.878581374616558886e-02,-8.927590531659261586e-02
-9.736513807237516527e-02,-6.830970174797529326e-02
-9.888701629655682890e-02,-5.104436248221098232e-02
-1.161577008721205173e-01,-6.857894055159767521e-02
-9.927728292801953069e-02,-5.098112058649102718e-02
-1.147969528798645500e-01,-5.150918861368358054e-02
-1.319134267292866869e-01,-5.129586236310432201e-02
-1.459941497087628992e-01,-5.970178582870645789e-02
