1.013866712069029369e-01,-2.243227878859554714e-01
1.185646295471068645e-01,-2.154581488330501449e-01
1.385429800325264638e-01,-1.938030435462773093e-01
1.369419021410588910e-01,-1.868720558457809267e-01
1.457205499383653069e-01,-1.721239637504817233e-01
1.629278678979115824e-01,-1.344353805056646145e-01
1.755917137925192273e-01,-1.266610496897468685e-01
1.926136670654386707e-01,-1.012500433386773896e-01
1.682310130222089140e-01,-8.345328185814417099e-02
1.912179429624100979e-01,-9.202121787920106155e-02
2.060191606948333087e-01,-9.080260685587493441e-02
1.991159837884529660e-01,-7.240013817767768090e-02
2.118897107388723888e-01,-6.231746520800049427e-02
2.098444956848973530e-01,-3.343766715288773450e-02
1.994196445294472708e-01,-3.923769328625027059e-02
2.065773566271259520e-01,-7.767140698371297058e-02
2.002770877282255002e-01,-2.898316799046059267e-02
2.141821670905343922e-01,-3.991435637010614518e-02
2.156984205171454116e-01,-3.663014548599794612e-02
2.086260660759053642e-01,-3.917525699603456590e-02
